회사명,거래소코드,회계년도,유동자산(*)(IFRS연결)(천원),유동부채(*)(IFRS연결)(천원),자산(*)(IFRS연결)(천원),기말이익잉여금(결손금)(*)(IFRS연결)(천원),당기순이익(손실)(IFRS연결)(천원),법인세비용(IFRS연결)(천원),이자비용(IFRS연결)(천원),매출액(수익)(*)(IFRS연결)(천원),부채(*)(IFRS연결)(천원),종가(원),보통주(IFRS연결)(주),총자본증가율(IFRS연결),유형자산증가율(IFRS연결),비유동생물자산증가율(IFRS연결),투자부동산증가율(IFRS연결),비유동자산증가율(IFRS연결),유동자산증가율(IFRS연결),재고자산증가율(IFRS연결),자기자본증가율(IFRS연결),매출액증가율(IFRS연결),정상영업이익증가율(IFRS연결),순이익증가율(IFRS연결),총포괄이익증가율(IFRS연결),종업원1인당 부가가치증가율(IFRS연결),종업원수증가율(IFRS연결),종업원1인당 매출액증가율(IFRS연결),종업원1인당 인건비증가율(IFRS연결),매출액총이익률(IFRS연결),매출액정상영업이익률(IFRS연결),매출액순이익률(IFRS연결),총자본사업이익률(IFRS연결),총자본정상영업이익률(IFRS연결),총자본순이익률(IFRS연결),자기자본정상영업이익률(IFRS연결),자기자본순이익률(IFRS연결),경영자본정상영업이익률(IFRS연결),경영자본순이익률(IFRS연결),자본금정상영업이익률(IFRS연결),자본금순이익률(IFRS연결),매출원가 대 매출액비율(IFRS연결),영업비용 대 영업수익비율(IFRS연결),기타손익비률(IFRS연결),금융손익비율(IFRS연결),금융비용부담률(IFRS연결),외환이익 대 매출액비율(IFRS연결),광고선전비 대 매출액비율(IFRS연결),세금과공과 대 세금과공과 차감전순이익률(IFRS연결),기업순이익률(IFRS연결),수지비율(관계기업투자손익 제외)(IFRS연결),인건비 대 총비용비율(IFRS연결),R & D 투자효율(IFRS연결),세금과공과 대 총비용비율(IFRS연결),금융비용 대 총비용비율(IFRS연결),감가상각비 대 총비용비율(IFRS연결),감가상각률(IFRS연결),누적감가상각률(IFRS연결),이자부담률(IFRS연결),지급이자율(IFRS연결),차입금평균이자율(IFRS연결),유보율(IFRS연결),사내유보율(IFRS연결),사내유보 대 자기자본비율(IFRS연결),적립금비율(재정비율)(IFRS연결),평균배당률(IFRS연결),자기자본배당률(IFRS연결),배당성향(IFRS연결),1주당매출액(IFRS연결)(원),1주당순이익(IFRS연결)(원),1주당 CASH FLOW(IFRS연결)(원),1주당순자산(IFRS연결)(원),1주당정상영업이익(IFRS연결)(원),유동자산구성비율(IFRS연결),재고자산 대 유동자산비율(IFRS연결),유동자산 대 비유동자산비율(IFRS연결),당좌자산구성비율(IFRS연결),비유동자산구성비율(IFRS연결),자기자본구성비율(IFRS연결),타인자본구성비율(IFRS연결),자기자본배율(IFRS연결),비유동비율(IFRS연결),비유동장기적합률(IFRS연결),유동비율(IFRS연결),당좌비율(IFRS연결),현금비율(IFRS연결),매출채권비율(IFRS연결),재고자산 대 순운전자본비율(IFRS연결),매출채권 대 매입채무비율(IFRS연결),"매출채권 대 상,제품비율(IFRS연결)",매입채무 대 재고자산비율(IFRS연결),부채비율(IFRS연결),유동부채비율(IFRS연결),단기차입금 대 총차입금비율(IFRS연결),비유동부채비율(IFRS연결),비유동부채 대 순운전자본비율(IFRS연결),순운전자본비율(IFRS연결),차입금의존도(IFRS연결),차입금비율(IFRS연결),이자보상배율(이자비용)(IFRS연결),이자보상배율(순금융비용)(IFRS연결),유보액대비율(IFRS연결),유보액 대 납입자본배율(IFRS연결),유동자산집중도(IFRS연결),비유동자산집중도(IFRS연결),투자집중도(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),CASH FLOW 대 차입금비율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),정상영업이익대비이자보상배율(IFRS연결),총자본회전률(IFRS연결),경영자본회전률(IFRS연결),자기자본회전률(IFRS연결),자본금회전률(IFRS연결),타인자본회전률(IFRS연결),매입채무회전률(IFRS연결),매입채무회전기간(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),재고자산회전률(IFRS연결),재고자산회전기간(IFRS연결),"상품,제품회전률(IFRS연결)","원,부재료회전률(IFRS연결)",재공품회전률(IFRS연결),매출채권회전률(IFRS연결),매출채권회전기간(IFRS연결),비유동자산회전률(IFRS연결),유형자산회전율(IFRS연결),순운전자본회전률(IFRS연결),운전자본회전률(IFRS연결),1회전기간(IFRS연결),부가가치(IFRS연결)(백만원),종업원1인당 부가가치(IFRS연결)(백만원),종업원1인당 매출액(IFRS연결)(백만원),종업원1인당 정상영업이익(IFRS연결)(백만원),종업원1인당 순이익(IFRS연결)(백만원),종업원1인당 인건비(IFRS연결)(백만원),노동장비율(IFRS연결),기계장비율(IFRS연결),자본집약도(IFRS연결),총자본투자효율(IFRS연결),설비투자효율(IFRS연결),기계투자효율(IFRS연결),부가가치율(IFRS연결),노동소득분배율(IFRS연결),자본분배율(IFRS연결),이윤분배율(IFRS연결),부가가치(IFRS연결)(백만원),법인세비용차감전(계속사업)손익(IFRS연결)(백만원),인건비(IFRS연결)(백만원),금융비용(IFRS연결)(백만원),임차료(IFRS연결)(백만원),세금과공과(IFRS연결)(백만원),감가상각비(IFRS연결)(백만원),종업원1인당 부가가치(IFRS연결)(백만원),총자본투자효율(IFRS연결),기계투자효율(IFRS연결),부가가치율(IFRS연결),종업원수(IFRS연결),PER(최고)(IFRS),PER(최저)(IFRS),PBR(최고)(IFRS),PBR(최저)(IFRS),PCR(최고)(IFRS),PCR(최저)(IFRS),PSR(최고)(IFRS),PSR(최저)(IFRS),기업가치(EV)(IFRS)(백만원),EBITDA(IFRS)(백만원),감사의견코드,라벨
(주)녹십자웰빙,234690,Dec.24,69406150,50066494,161526537,41367962,7069230,2474335,0,133804572,56573578,10060,17752276,0,0,0,0,0,0,0,0,0,0,0,0,,,,,48.51,9.69,5.28,8.23,8.03,4.38,12.35,6.74,8.28,4.51,146.05,79.64,51.49,90.31,-2.56,-1.25,1.19,0.03,5.21,25.93,5.37,91.68,19.83,0.83,0,1.3,4.4,6.92,17.61,2.83,5.75,5.75,1083.16,,,91.98,,,,7537.32,398,772.27,,730.25,42.97,57.46,75.34,18.28,57.03,64.98,35.02,1182.42,87.77,82.65,138.63,58.97,3.34,52.26,206.22,332.04,59.68,15.74,53.9,47.7,89.13,6.2,33.65,11.97,20.83,32.05,6.7,6.97,59.52,10.83,51.87,68.85,117.04,24.23,40.75,8.49,10.25,8.11,0.83,0.85,1.27,15.07,2.37,21.31,17.12,1.93,4.53,3.35,108.8,3.83,63.91,48.38,6.42,56.86,1.45,1.91,1.12,0,0.01,43472.75,,,,,,,,,26.91,62.36,278.24,32.49,56.24,43.76,16.26,43472.75,9543.56,24447.43,1598.44,2461.48,0,5421.84,,26.91,278.24,32.49,,23.58,12.07,2.41,1.23,16.38,8.38,1.92,0.99,211735.91,19925.65,UQ,
(주)녹십자홀딩스,5250,Dec.24,1379407685,1273345272,3670572249,896820495,-11089573,53611713,0,2204855223,1818397075,17320,47028210,-1.8,-6.31,0,16.56,-3.59,1.33,31.24,1.41,7.14,0,0,0,,,,,28.14,-0.49,-0.5,-0.1,-0.29,-0.3,-0.57,2.43,-0.34,-0.35,-40.32,90.39,71.86,100.49,2.41,-2.88,2.7,0.24,1.65,126.08,1.31,95.67,18.08,0,0,2.55,4.44,8.92,45,3.24,5.91,5.53,3708.9,,,97.07,,,,44503.81,529,-1815.55,,-216.3,37.58,55.16,60.21,16.85,62.42,50.46,49.54,3740.09,123.7,95.58,108.33,48.58,6.07,58.42,717.35,252.4,179.04,23.15,98.18,68.75,61.64,29.43,513.9,2.89,30.68,60.8,-0.16,1.71,50.23,69.37,62.15,105.85,142,-3.56,-5.75,-1.77,-2.94,-0.18,0.6,0.69,1.18,82.95,1.2,12.84,28.44,1.61,3.15,3.29,110.96,10.29,14.59,9.19,4.63,78.76,0.94,2.13,0.8,0,0.01,628420.48,,,,,,,,,17.12,64.92,366.64,28.5,67.25,32.75,-1.76,628420.48,42522.14,422586,59570.34,0,0,103742,,17.12,366.64,28.5,,5.65,3.96,1.18,0.82,47.12,32.97,14.82,10.37,1020393.81,21417.33,UQ,
(주)농심,4370,Dec.24,1743739591,678174792,3597461571,2437443898,157630314,60185592,0,3438730858,924886441,374000,6082642,11.21,2.91,0,-0.14,2.14,22.81,1.56,9.95,0.83,-23.1,-8.49,69.27,,,,,28.08,4.74,4.58,5.62,4.77,4.61,6.38,6.17,5,4.83,536.19,517.21,71.92,95.26,1.59,0.81,-0.67,0.06,3.12,27.63,3.94,93.8,15.51,0,0,-0.7,3.72,9.93,123.89,-2.67,2.99,4.61,8951.29,,,96.1,,,,565335.07,27202,44806.89,,26809.72,48.47,18.53,94.07,39.49,51.53,74.29,25.71,8785.71,69.36,63.5,257.12,209.47,20.78,95.38,30.33,85.84,189.89,111.12,34.61,25.38,19.5,9.23,23.15,29.62,5.65,7.6,26.81,999999999,75.69,89.53,46,53.34,100.65,32.42,147.64,8.34,8.72,0,1.01,1.05,1.34,113.07,4,9.42,38.77,2.17,2.73,10.72,34.04,21.58,41.74,0,11.45,31.88,1.87,2.21,1.52,0.08,0.04,829183.14,,,,,,,,,23.05,52.62,170.78,24.11,61.71,38.29,19.01,829183.14,217815.91,511670.95,-22970.74,0,0,122667.02,,23.05,170.78,24.11,,35.27,18.67,1.67,0.88,20.89,11.06,1.35,0.71,2416928.14,156986.77,UQ,
(주)농심홀딩스,72710,Dec.24,360726988,327143943,1611495229,874520995,74850328,7983674,0,798272530,393969147,63400,4637790,7.07,3.2,0,0,6.75,8.2,8.18,8.46,3.74,15.04,11.33,83.85,,,,,18.41,10.85,9.38,5.82,5.56,4.8,7.4,6.39,15.12,13.06,373.62,322.35,81.59,89.15,-0.48,-0.53,0.36,-0.21,0.05,9.64,4.99,89.73,10.19,0.34,0,0.4,2.13,14.61,163.07,0.75,4.93,4.9,5150.46,,,93.37,,,,172123.47,16118,11906.91,,18681.07,22.38,34.86,28.84,14.58,77.62,75.55,24.45,5250.46,102.73,97.39,110.27,71.83,7.23,106.82,374.45,232.19,296.52,46.01,32.36,26.87,92.89,5.49,198.98,2.08,8.71,11.52,12.52,29.49,74.11,51.5,43.48,151.73,74.04,4.89,13.72,1.19,2.41,29.8,0.51,1.39,0.68,34.42,2.06,13.28,27.49,2.3,3.53,6.6,55.33,18.1,26.58,1455.61,5.82,62.68,0.66,3.57,1.19,0,0.01,174932.28,,,,,,,,,10.86,78.08,424.64,21.91,42.17,57.83,42.79,174932.28,82834,73776.19,2907.42,0,0,15414.67,,10.86,424.64,21.91,,22.09,15.91,0.7,0.51,22.22,16,18.2,13.1,293559.52,16696.2,UQ,
(주)누리플랜,69140,Dec.24,54194924,83843046,147475176,-4273171,2027388,-192384,0,116059215,104863855,1335,13102743,-2.62,-2.54,0,-2.11,-2.73,-2.43,-24.9,0.19,-5.01,0,0,-102.11,,,,,20.62,3.56,1.75,2.82,2.76,1.36,9.7,4.56,2.84,1.39,63.04,26.82,79.38,96.44,-1.98,-2.6,2.88,0.52,0,-10.48,3.59,98.45,18.25,0,0,2.86,2.96,7.56,42.97,3.13,6.09,5.82,490.76,,,13.73,,,,8857.63,134,382.27,,315.18,36.75,31.35,58.1,25.23,63.25,28.89,71.11,588.75,218.91,146.59,64.64,44.37,11.42,123.9,0,138.31,733,89.59,246.09,196.76,81.32,49.33,0,-20.1,38.23,132.32,1.2,1.55,24.54,5.52,47.28,81.5,123.8,-3.86,-7.18,-2.75,-3.49,1.24,0.78,0.8,2.73,17.72,1.09,7.57,48.19,2.12,3.31,5.86,62.3,31.7,25.71,10.02,6.13,59.54,1.23,1.34,0.84,0.25,0.01,32176.32,,,,,,,,,21.82,37.59,782.8,27.72,66.32,33.68,6.3,32176.32,1835,21337.88,3341.54,1940.8,0,3462.31,,21.82,782.8,27.72,,8.4,3.64,0.73,0.32,0,0,1.12,0.49,26310.14,1181.54,UQ,
(주)누리플렉스,40160,Dec.24,115795109,78418635,161414039,36634813,-4404635,1765824,0,129314326,83896229,2760,12055535,6.01,1.27,0,-0.68,-2.47,9.77,-20.17,-6.12,-2.57,0,0,-241.01,,,,,25.71,-6.3,-3.41,-4.36,-5.2,-2.81,-10.2,-5.19,-5.78,-3.12,-135.26,-68.86,74.29,106.3,4.26,0.3,0.12,3.99,0.13,0,-2.71,101.91,12.66,0,0,0.11,1.58,13.46,168.75,0.21,4.69,4.17,1255.68,,,97.78,,,,10726.55,-367,-1434.97,,-676.31,71.74,18.15,253.83,58.72,28.26,48.02,51.98,1285.15,58.85,54.97,147.66,120.87,18.53,262.61,56.22,206.83,881.31,126.97,108.23,101.16,99.73,7.07,14.66,23.16,19.43,40.45,-5.55,-15.49,46.92,12.57,85.56,35.73,113.11,4.66,12.47,2.42,3.02,-50.94,0.82,0.92,1.62,21.45,1.68,8.61,42.4,1.17,1.49,5.46,66.8,22.58,8.34,57.61,3.79,96.3,2.8,4.52,0.71,1,0.01,17606.42,,,,,,,,,10.91,61.18,893.37,13.62,101.39,-1.39,-25.02,17606.42,-2638.81,17851.74,160.06,0,0,2233.43,,10.91,893.37,13.62,,0,0,0.71,0.38,0,0,0.63,0.33,53138.63,-7242.29,UQ,
(주)누보,332290,Dec.24,51082774,43280678,78743061,-6719346,3032630,935244,0,99022100,52551500,993,33384803,-5.27,-5.43,0,0,-5.81,-4.97,-13.78,12.84,20.53,0,0,0,,,,,24.75,3.71,3.06,4.73,4.54,3.75,14.86,12.28,4.67,3.86,109.96,90.84,75.25,96.29,0.3,-2.63,2.63,0.58,0.25,26.31,6.96,96.15,23.07,0,0.15,2.62,2.28,14.34,39.11,4.63,8.36,7.85,715.86,,,85,,,,2966.08,92,253.39,,109.96,64.87,48.98,184.68,33.1,35.13,33.26,66.74,784.54,105.61,78,118.03,60.22,23.92,48.29,320.69,189.95,88.06,25.42,200.64,165.25,74.25,35.4,118.82,9.91,41.99,126.24,1.33,2.53,30.35,7.16,52.94,28.79,77.75,4.8,7.62,3.2,2.55,1.41,1.22,1.26,4.01,29.66,1.76,17.13,21.31,1.89,3.9,3.66,99.59,6.78,14.04,22.2,8.53,42.78,3.47,4.08,0.96,0,0.01,33147.97,,,,,,,,,42.1,142,416.36,33.48,69.03,30.97,9.15,33147.97,3967.87,22883.63,2601.3,1286.15,147.55,2261.48,,42.1,416.36,33.48,,27.75,10.83,3.16,1.23,8.42,3.29,0.89,0.35,57071.33,5214.78,UQ,
(주)뉴로메카,348340,Dec.24,42380015,58241461,95229547,-42691700,-16754713,30568,0,25269405,84360389,28750,10601420,-0.51,131.2,0,-0.34,32.46,-24.08,150.63,-54.82,83.87,0,0,0,,,,,16.38,-75.25,-66.3,-19.26,-19.92,-17.55,-108.89,-95.95,-28.05,-24.71,-359.91,-317.13,83.62,175.25,9.07,10.93,17.03,0.1,3.03,0,-13.04,149.66,18.14,26.2,0.99,8.54,4.61,27.51,15.46,5.52,8.87,10.2,105.05,,,34.59,,,,2399.37,-1589,-2082.32,,-1805.51,44.5,18.69,80.19,36.19,55.5,11.41,88.59,205.05,486.23,142.88,72.77,59.17,31.81,77.83,0,282.88,209.53,27.52,776.14,535.84,53.08,240.3,0,-16.66,58.38,511.46,-3.86,-2.89,5.85,1.05,194.31,183.52,263.53,-20.37,-30.91,-18.04,-68,-4.42,0.26,0.37,1.45,4.78,0.32,16.86,21.65,0.51,0.58,4.56,80.02,12.01,8.83,44.04,4.55,80.2,0.54,1.54,0.24,0,0.01,-377.67,,,,,,,,,-0.4,-1.83,-16.3,-1.49,0,0,0,-377.67,-16724.14,9144.99,4302.4,100.77,497.22,2321.56,,-0.4,-16.3,-1.49,,0,0,51.25,18.59,0,0,20.75,7.53,339277.59,-16948.7,UQ,
(주)뉴보텍,60260,Dec.24,24615144,24962430,51209696,979897,1295013,-375745,0,43364852,30258706,1155,13512009,8.29,-10.48,0,0,-6.72,31.07,-3.51,59.37,-11.31,0,0,0,,,,,31.99,6.09,2.99,6.38,5.36,2.63,15.48,7.6,5.75,2.82,19.17,9.41,68.01,93.91,-3.2,-1.14,1.1,0.03,0,-30.03,3.6,97.16,18.92,0,0,1.12,3.97,12.44,160.6,1.48,6.63,5.94,213.86,,,73.67,,,,1043.43,134,101.59,,63.5,48.07,23.32,92.56,36.86,51.93,40.91,59.09,310.11,126.94,101.32,98.61,75.61,39.08,49.12,0,108.37,64.17,45.32,144.43,119.15,91.48,25.28,0,-0.68,28.94,70.73,2.69,3.62,28.21,2.14,50.04,63.53,110.16,14.85,30.32,8.77,10.36,5.52,0.88,0.94,2.54,3.15,1.35,17.29,21.11,2,2.74,7.42,49.2,10.2,27.22,0,12.11,30.13,1.57,1.79,0.89,0.5,0.02,11532.3,,,,,,,,,22.52,52.61,358.01,26.59,70.27,29.73,11.23,11532.3,1251.27,8103.8,477.9,0,0,1699.33,,22.52,358.01,26.59,,87.3,0,6.93,0,32.6,0,3.36,0,19052.48,4253.9,UQ,
(주)뉴엔에이아이,463020,Dec.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,-4371.93,1102.42,,
(주)뉴온,123840,Dec.24,23227409,31636506,127715628,-121659859,-36737801,-421707,0,16947297,35395432,1616,37154307,114.05,-52.58,0,0,102.92,184.15,58.58,155.42,251.53,0,0,0,,,,,35.55,-68.94,-216.78,-12.19,-12.47,-39.21,-18.54,-54.52,-17.31,-54.42,-49.41,-154.78,64.45,168.94,-147.51,-10.39,11.08,0.66,21.88,0,-37.21,233.15,21.95,0,0,4.44,5.44,30.42,43.28,6.12,8.38,9.82,203.04,,,64.53,,,,67.75,-1601,-19.85,,-46.71,18.19,29.84,22.23,12.76,81.81,72.29,27.71,259.69,113.18,108.75,73.42,51.51,14.57,18.12,0,155.51,78.06,11.65,38.34,34.27,99.42,4.07,0,-6.58,19.98,27.65,-5.47,-18.54,55.8,1.92,92.65,460.19,591.9,-18.27,-25.34,-5.06,-38.16,-6.22,0.18,0.25,0.27,0.72,0.55,25.9,14.09,1.08,1.69,3,121.72,14.87,11.75,5.52,16.64,21.94,0.22,0.9,0.4,0,0.01,-23235.29,,,,,,,,,-18.19,-191.64,-17157.06,-137.1,0,0,0,-23235.29,-36683.48,9273.43,1877.79,0,0,2296.97,,-18.19,-17157.06,-137.1,,0,0,5.44,0,0,0,27.91,0,68339.65,-9305.1,UQ,
(주)뉴인텍,12340,Dec.24,29723184,35396690,75749063,-28939065,-6573576,4002,0,79500274,50064763,485,50907162,-0.57,3.36,0,0,0.75,-2.54,-1.53,-19.21,0.51,0,0,0,,,,,1.9,-7.37,-8.27,-7.7,-7.71,-8.65,-20.39,-22.87,-8.08,-9.07,-23.02,-25.83,98.1,107.37,-0.89,-1.99,1.87,1.16,0.02,0,-6.7,107.52,19.32,0,0,1.7,6.11,14.26,150.46,3.14,5.17,5.51,0.93,,,-1.98,,,,1561.67,-129,-24.1,,-115.09,39.24,45.34,64.58,21.45,60.76,33.91,66.09,100.91,179.2,114.06,83.97,45.9,2.57,101.15,0,129.98,352.8,77.82,194.92,137.81,73.96,57.11,0,-7.49,38.07,112.29,-3.93,-3.43,0.31,0.01,37.88,57.68,92.2,-5.28,-9.16,-3.49,-3.32,-3.95,1.05,1.1,2.77,3.12,1.68,8.25,44.25,2.64,4.81,5.85,62.35,23.14,16.04,38.77,6.52,55.96,1.73,1.87,1.22,0.25,0.01,17100.58,,,,,,,,,22.58,40.27,101.29,21.51,98.59,1.41,-38.44,17100.58,-6569.57,16859.02,1483.38,0,0,5327.76,,22.58,101.29,21.51,,0,0,2.34,0.92,0,0,0.82,0.32,51322.91,-861.05,UQ,
(주)뉴키즈온,462310,Dec.24,31308007,10560631,45806849,13218238,2232615,456406,0,50378042,11211775,,6988346,5.87,-2.96,0,0,-3.47,10.83,-10.73,86.85,9.77,73.26,51.69,52.96,,,,,55.26,9.02,4.43,10.57,10.2,5.01,17.1,8.3,10.47,5.14,716.4,346.79,44.74,90.98,-3.68,-3.44,1.74,0,11.02,24.91,6.98,94.7,14.34,0,0.59,1.82,1.55,17.92,34.03,4.87,16.96,10.35,4836.51,,,96.71,,,,8849.28,368,1840.87,,797.91,68.35,50.84,215.93,33.6,31.65,75.52,24.48,4936.51,41.91,41.14,296.46,145.73,58.69,22.44,76.72,188.4,23.1,11.91,32.41,30.53,91.49,1.88,3.14,45.29,13.4,17.74,4.36,4.07,74,48.5,59.11,29.3,88.94,58.8,107.4,14.39,13.09,5.19,1.13,1.16,1.9,79.45,2.8,29.25,12.48,1.69,3.9,2.99,122.27,3.04,0,1187.18,9.56,38.18,3.41,4.39,1.15,0,0.01,11592.93,,,,,,,,,25.31,102.67,1257.97,23.01,59.39,40.61,19.26,11592.93,2689.02,6884.48,874.88,116.25,284.12,744.18,,25.31,1257.97,23.01,,0,0,0,0,0,0,0,0,608.57,4995.91,UQ,
(주)뉴트리,270870,Dec.24,62154195,16823439,138757568,62530964,4695777,-199763,0,121972838,31014604,5520,9200224,4.54,8.51,0,-1.57,-2.58,14.88,37.58,6.52,-19.42,-53.13,4.29,38.28,,,,,77.11,4.04,3.85,4.27,3.63,3.46,4.72,4.66,5.74,5.46,107.23,104.5,22.89,95.96,-0.36,-0.4,-0.51,0.02,15.07,-4.44,3,96.39,7.67,0,0,-0.52,1.56,13.75,29.04,-1.99,2.61,3.22,2320.7,,,97.98,,,,13257.59,534,546.98,,536.15,44.79,18.98,81.14,36.29,55.21,77.65,22.35,2311.12,71.1,62.82,369.45,299.32,50.21,45.14,26.03,124.6,64.75,36.23,28.79,15.61,77.96,13.17,31.31,32.67,6.52,8.39,20.92,999999999,77.97,23.52,47.66,63.63,75.69,21.29,73.01,4.76,5.41,0,0.9,1.42,1.17,26.52,3.91,28.92,12.62,2.1,2.54,11.97,30.48,16.53,55.49,0,24.54,14.88,1.57,5.89,1.67,0.13,0.03,14844.53,,,,,,,,,10.7,68.93,9193.71,12.17,62.01,37.99,31.63,14844.53,4496.01,9204.8,-621.62,0,0,1876.39,,10.7,9193.71,12.17,,107.43,45.99,1.28,0.55,0,0,1.08,0.46,54743.02,-1226.3,UQ,
(주)뉴파워프라즈마,144960,Dec.24,359965284,432059789,941514592,211074864,23204349,11662439,0,519836397,546489632,4420,43692624,39.77,43.32,0,29.78,57.15,18.58,25.27,11.62,48.24,102.3,-0.88,18.02,,,,,25.29,6.26,4.46,4.33,4.03,2.87,9.68,7.43,4.41,3.14,744.92,437.3,74.71,93.74,0.45,1,2.26,2.66,0.03,33.45,4.33,93.67,18.23,2.96,0,2.28,7.75,15.26,0,2.5,5.39,6.27,6426.07,,,102.44,,,,11897.58,472,1445.64,,744.92,38.23,29.09,61.9,27.11,61.77,41.96,58.04,6209.93,147.22,114.15,83.31,59.08,16.28,65.41,0,181.39,364.78,36.06,138.34,109.38,61.63,28.97,0,-7.66,27.98,66.69,2.29,3.96,42.96,92.57,63.82,91.53,167.73,8.79,18.23,5.1,9.24,2.77,0.64,0.7,1.55,118.98,1.1,15.56,23.46,1.57,2.19,5.52,66.1,30.7,8.74,30.99,8.95,40.76,1.09,1.53,0.73,0,0.01,178468.58,,,,,,,,,18.96,46.39,226.9,34.33,52.69,47.31,13,178468.58,34866.79,94035.52,11764.93,0,0,39949.24,,18.96,226.9,34.33,,15.42,8.49,1.38,0.76,12.18,6.7,2.19,1.21,264812.77,34971.96,UQ,
(주)뉴프렉스,85670,Dec.24,59827109,53921462,166282691,43056628,16094566,1744261,0,175942140,64746084,5460,24450761,2.61,14.7,0,0,16.77,-15.61,-28.55,38.86,-9.82,41.78,137.14,330.88,,,,,21.12,8.32,9.15,9.13,8.92,9.8,16.77,18.43,9.06,9.95,119.76,131.65,78.88,91.68,1.82,1.91,0.67,2.58,0,9.78,10.52,90.47,14.51,0.33,0,0.69,6.49,15.64,0,1.53,5.5,3.66,730.55,,,63.8,,,,7195.77,658,1747.98,,598.82,35.98,20.5,56.2,28.6,64.02,61.06,38.94,830.54,104.84,94.74,110.95,88.21,16.9,254.9,207.65,160.91,1318.01,158.42,63.77,53.11,99.98,10.66,183.29,3.55,16.66,27.29,9.61,16.19,53.71,7.31,37.15,56.16,92.11,37.55,87.75,14.62,13.82,12.46,1.07,1.09,2.01,14.39,2.29,8.66,42.13,2.69,3.47,11.96,30.52,50.01,60.24,21.5,5.03,72.52,1.78,1.81,1.33,0.13,0.02,54576.3,,,,,,,,,32.82,54.39,248.75,31.02,45.03,54.97,29.49,54576.3,17838.83,24576.18,1174.67,0,0,10986.62,,32.82,248.75,31.02,,39.12,11.56,4.21,1.24,12.62,3.73,2.6,0.77,134498.29,4598.8,UQ,
(주)다날,64260,Dec.24,528338229,417547983,745592738,82002170,2924898,-8394271,0,260936634,435582092,2845,68949040,-3.15,107.94,0,0,15.2,-9.1,-89.33,2.11,-11.69,-60.16,0,0,,,,,100,0.53,1.12,0.49,0.18,0.39,0.46,2.46,0.22,0.47,4.04,21.04,0,99.47,-2.63,-4.81,5.43,0.05,0.6,0,2.26,88.6,10.59,2.35,0,4.97,3.82,22.56,25.3,3.12,5.64,5.65,792.85,,,84.35,,,,3784.49,109,-236.27,,20.21,70.86,0.08,243.19,70.8,29.14,41.58,58.42,863.17,70.08,66.23,126.53,126.43,14.67,9581.57,0.39,184.62,9581.57,5189.81,140.51,134.69,96.92,5.82,16.28,14.86,39.3,94.52,0.08,0.61,38.33,8.29,212.61,77.77,228.71,-1.41,-2.09,-0.82,-2.35,0.1,0.34,0.42,0.86,7.57,0.57,12.19,29.93,0.47,0.47,116.08,3.14,116.08,0,0,6.05,60.3,1.29,37.16,0.29,0.01,0.03,51557.19,,,,,,,,,6.91,543.67,0,19.76,58.6,41.4,5.67,51557.19,-5469.37,30213.72,14181.07,1726.75,0,10905.03,,6.91,0,19.76,,0,0,1.4,0.68,48.84,23.77,1.71,0.83,419307.88,20579.95,UQ,
(주)다보링크,340360,Dec.24,,,,,,,,,,2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,16.74,5.66,0,0,2.82,0.95,95788.51,-911.76,,
