회사명,거래소코드,회계년도,유동자산(*)(IFRS연결)(천원),유동부채(*)(IFRS연결)(천원),자산(*)(IFRS연결)(천원),기말이익잉여금(결손금)(*)(IFRS연결)(천원),당기순이익(손실)(IFRS연결)(천원),법인세비용(IFRS연결)(천원),이자비용(IFRS연결)(천원),매출액(수익)(*)(IFRS연결)(천원),부채(*)(IFRS연결)(천원),종가(원),보통주(IFRS연결)(주),총자본증가율(IFRS연결),유형자산증가율(IFRS연결),비유동생물자산증가율(IFRS연결),투자부동산증가율(IFRS연결),비유동자산증가율(IFRS연결),유동자산증가율(IFRS연결),재고자산증가율(IFRS연결),자기자본증가율(IFRS연결),매출액증가율(IFRS연결),정상영업이익증가율(IFRS연결),순이익증가율(IFRS연결),총포괄이익증가율(IFRS연결),종업원1인당 부가가치증가율(IFRS연결),종업원수증가율(IFRS연결),종업원1인당 매출액증가율(IFRS연결),종업원1인당 인건비증가율(IFRS연결),매출액총이익률(IFRS연결),매출액정상영업이익률(IFRS연결),매출액순이익률(IFRS연결),총자본사업이익률(IFRS연결),총자본정상영업이익률(IFRS연결),총자본순이익률(IFRS연결),자기자본정상영업이익률(IFRS연결),자기자본순이익률(IFRS연결),경영자본정상영업이익률(IFRS연결),경영자본순이익률(IFRS연결),자본금정상영업이익률(IFRS연결),자본금순이익률(IFRS연결),매출원가 대 매출액비율(IFRS연결),영업비용 대 영업수익비율(IFRS연결),기타손익비률(IFRS연결),금융손익비율(IFRS연결),금융비용부담률(IFRS연결),외환이익 대 매출액비율(IFRS연결),광고선전비 대 매출액비율(IFRS연결),세금과공과 대 세금과공과 차감전순이익률(IFRS연결),기업순이익률(IFRS연결),수지비율(관계기업투자손익 제외)(IFRS연결),인건비 대 총비용비율(IFRS연결),R & D 투자효율(IFRS연결),세금과공과 대 총비용비율(IFRS연결),금융비용 대 총비용비율(IFRS연결),감가상각비 대 총비용비율(IFRS연결),감가상각률(IFRS연결),누적감가상각률(IFRS연결),이자부담률(IFRS연결),지급이자율(IFRS연결),차입금평균이자율(IFRS연결),유보율(IFRS연결),사내유보율(IFRS연결),사내유보 대 자기자본비율(IFRS연결),적립금비율(재정비율)(IFRS연결),평균배당률(IFRS연결),자기자본배당률(IFRS연결),배당성향(IFRS연결),1주당매출액(IFRS연결)(원),1주당순이익(IFRS연결)(원),1주당 CASH FLOW(IFRS연결)(원),1주당순자산(IFRS연결)(원),1주당정상영업이익(IFRS연결)(원),유동자산구성비율(IFRS연결),재고자산 대 유동자산비율(IFRS연결),유동자산 대 비유동자산비율(IFRS연결),당좌자산구성비율(IFRS연결),비유동자산구성비율(IFRS연결),자기자본구성비율(IFRS연결),타인자본구성비율(IFRS연결),자기자본배율(IFRS연결),비유동비율(IFRS연결),비유동장기적합률(IFRS연결),유동비율(IFRS연결),당좌비율(IFRS연결),현금비율(IFRS연결),매출채권비율(IFRS연결),재고자산 대 순운전자본비율(IFRS연결),매출채권 대 매입채무비율(IFRS연결),"매출채권 대 상,제품비율(IFRS연결)",매입채무 대 재고자산비율(IFRS연결),부채비율(IFRS연결),유동부채비율(IFRS연결),단기차입금 대 총차입금비율(IFRS연결),비유동부채비율(IFRS연결),비유동부채 대 순운전자본비율(IFRS연결),순운전자본비율(IFRS연결),차입금의존도(IFRS연결),차입금비율(IFRS연결),이자보상배율(이자비용)(IFRS연결),이자보상배율(순금융비용)(IFRS연결),유보액대비율(IFRS연결),유보액 대 납입자본배율(IFRS연결),유동자산집중도(IFRS연결),비유동자산집중도(IFRS연결),투자집중도(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),CASH FLOW 대 차입금비율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),정상영업이익대비이자보상배율(IFRS연결),총자본회전률(IFRS연결),경영자본회전률(IFRS연결),자기자본회전률(IFRS연결),자본금회전률(IFRS연결),타인자본회전률(IFRS연결),매입채무회전률(IFRS연결),매입채무회전기간(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),재고자산회전률(IFRS연결),재고자산회전기간(IFRS연결),"상품,제품회전률(IFRS연결)","원,부재료회전률(IFRS연결)",재공품회전률(IFRS연결),매출채권회전률(IFRS연결),매출채권회전기간(IFRS연결),비유동자산회전률(IFRS연결),유형자산회전율(IFRS연결),순운전자본회전률(IFRS연결),운전자본회전률(IFRS연결),1회전기간(IFRS연결),부가가치(IFRS연결)(백만원),종업원1인당 부가가치(IFRS연결)(백만원),종업원1인당 매출액(IFRS연결)(백만원),종업원1인당 정상영업이익(IFRS연결)(백만원),종업원1인당 순이익(IFRS연결)(백만원),종업원1인당 인건비(IFRS연결)(백만원),노동장비율(IFRS연결),기계장비율(IFRS연결),자본집약도(IFRS연결),총자본투자효율(IFRS연결),설비투자효율(IFRS연결),기계투자효율(IFRS연결),부가가치율(IFRS연결),노동소득분배율(IFRS연결),자본분배율(IFRS연결),이윤분배율(IFRS연결),부가가치(IFRS연결)(백만원),법인세비용차감전(계속사업)손익(IFRS연결)(백만원),인건비(IFRS연결)(백만원),금융비용(IFRS연결)(백만원),임차료(IFRS연결)(백만원),세금과공과(IFRS연결)(백만원),감가상각비(IFRS연결)(백만원),종업원1인당 부가가치(IFRS연결)(백만원),총자본투자효율(IFRS연결),기계투자효율(IFRS연결),부가가치율(IFRS연결),종업원수(IFRS연결),PER(최고)(IFRS),PER(최저)(IFRS),PBR(최고)(IFRS),PBR(최저)(IFRS),PCR(최고)(IFRS),PCR(최저)(IFRS),PSR(최고)(IFRS),PSR(최저)(IFRS),기업가치(EV)(IFRS)(백만원),EBITDA(IFRS)(백만원),감사의견코드,라벨
샘표(주),7540,Dec.24,206559972,122340914,479780920,196511398,10732118,1048771,0,404955848,139037541,37700,2875800,1.1,-0.08,0,-0.38,-3.98,8.7,-4.17,3.56,5.48,-27.74,8.04,21.46,,,,,36.29,1.45,2.65,1.98,1.23,2.25,1.75,3.26,1.4,2.55,204.3,228.44,63.71,98.55,1.46,1.42,-0.42,1.04,2.54,8.9,1.9,97.16,14.9,0,0,-0.42,6.31,13.74,119.51,-1.19,2.59,2.54,7941.56,,,142.47,,,,140815.02,5325,12212.87,,2042.99,43.05,33.45,75.6,28.65,56.95,71.02,28.98,7126.05,80.18,76.44,168.84,112.37,24.51,53.44,82.03,138.29,93.15,38.64,40.8,35.9,96.82,4.9,19.83,17.55,15.13,21.31,3.12,999999999,75.91,126.64,48.97,68.87,109.14,20.85,39.93,6.04,7.16,0,0.85,0.96,1.21,140.82,2.85,14.45,25.26,2.04,3.17,5.74,63.62,9.73,42.38,27.23,10.84,33.66,1.45,1.95,1.25,0.5,0.01,95602.09,,,,,,,,,19.93,47.27,111.43,23.61,62.84,37.16,11.23,95602.09,11780.89,60079.12,-1688.16,0,0,25430.24,,19.93,111.43,23.61,,30.08,15.91,0.95,0.5,109.57,57.96,27.29,14.43,107977.69,5787.86,UQ,
샘표식품(주),248170,Dec.24,167430457,118681822,369927923,146975592,10061852,1164218,0,404881505,123944384,24750,4568286,0.88,-0.35,0,0,-0.32,2.37,-3.88,4.02,5.6,-34.39,-3.51,3.86,,,,,35.81,1.6,2.49,2.36,1.75,2.73,2.68,4.17,1.89,2.94,282.84,440.51,64.19,98.4,1.18,1.06,-0.09,1.01,2.54,10.37,2.63,97.29,12.14,0,0,-0.09,5.64,14.46,135.25,-0.29,2.57,2.49,10673.1,,,99.03,,,,88628.76,2203,7338.23,,1414.21,45.26,40.53,82.68,26.92,54.74,66.49,33.51,10769.18,82.32,80.6,141.08,83.9,22.82,54.63,139.21,136.87,93.52,39.92,50.39,48.25,95.61,2.14,10.8,13.18,19.55,29.41,3.48,999999999,65.9,106.73,40.87,50.1,88.45,21.8,37.35,7.3,6.67,0,1.1,1.18,1.68,177.26,3.19,14.41,25.33,2.45,4.21,5.85,62.41,9.73,49.04,27.23,10.81,33.75,2,2.17,1.41,0.5,0.01,82423.22,,,,,,,,,22.28,45.57,98.05,20.36,59.3,40.7,12.21,82423.22,11226.07,48875.95,-373.89,0,0,22695.09,,22.28,98.05,20.36,,21.76,10.66,0.9,0.44,6.3,3.09,0.53,0.26,160011.6,29331.11,UQ,
서암기계공업(주),100660,Dec.24,,,,,,,,,,3620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.64,98.71,1.17,0.6,28.33,14.52,1.8,0.92,41386.06,1235.75,,
서울도시가스(주),17390,Dec.24,1012528062,411465396,1765962363,1074297604,34321612,-354905,0,1703788525,668245264,49800,5000000,-0.63,0.08,0,-6.93,-1.59,0.09,7.55,3.08,-0.79,0,68.23,99.01,,,,,12.26,-0.6,2.01,0.75,-0.58,1.94,-0.95,3.14,-0.63,2.11,-29.39,96.83,87.74,100.6,2.6,1.31,-1.22,0,0.05,7.6,0.76,98.07,6.48,0,0.18,-1.21,2.27,8.33,141.89,-3.03,4.76,4.75,3151.58,,,100.3,,,,340757.71,8702,4785.73,,-2057.06,57.34,0.17,134.39,57.24,42.66,62.16,37.84,3127.54,68.64,55.62,246.08,245.65,11.72,20412.66,0.29,104.14,65756.98,19602.02,60.88,37.48,10.91,23.39,42.72,34.04,3.17,5.1,-3.86,999999999,62.64,31.6,59.4,44.58,95.64,2.76,32.92,1.04,1.08,0,0.96,1.05,1.57,48.68,2.47,4.71,77.51,1.68,1.69,1001.79,0.36,3126.34,0,161634.43,4.73,77.22,2.24,3.04,1.18,0,0,167754.51,,,,,,,,,9.5,30.15,43.99,9.85,66.52,33.48,20.46,167754.51,33966.71,111588.83,-20847.27,750.15,3176.95,39119.13,,9.5,43.99,9.85,,14.45,10.92,0.31,0.23,16.52,12.48,0.19,0.14,268618.91,25548.23,UQ,
서울바이오시스(주),92190,Dec.24,276462582,522549079,795813856,-109541555,18090606,839154,0,699232725,661884284,3060,45868383,8.51,-0.38,0,0,-0.32,30.15,46.21,117.37,38.75,0,0,0,,,,,14.73,0.5,2.59,0.5,0.46,2.37,3.07,25.13,0.47,2.44,15.21,30.99,85.27,99.5,2.21,-4.32,2.5,-1.81,0.15,4.43,4.65,97.53,8.15,0,0,2.29,10.42,14.58,131.49,2.69,5.64,5.47,110.07,,,3.8,,,,15244.33,157,2066.87,,76.03,34.74,48.96,53.23,17.73,65.26,16.83,83.17,168.97,387.78,190.05,52.91,27.01,1.8,84.74,0,65.8,402.83,128.78,494.2,390.17,57.23,104.04,0,-30.92,39.74,236.16,0.2,2.08,15.13,5.25,34.96,74.39,111.4,11.97,25.04,9.95,11.33,0.2,0.91,0.94,6.16,30.49,1.07,4.41,82.77,2.86,5.36,6.14,59.49,29.66,18.97,15.36,7.16,51,1.34,1.43,0.94,0.11,0.04,178105.13,,,,,,,,,22.38,37.74,51.66,25.47,34.92,65.08,10.16,178105.13,18929.76,62190.22,17494.53,0,0,79490.62,,22.38,51.66,25.47,,0,0,15.45,8.35,8,4.33,1.13,0.61,232510.43,-9463.77,UQ,
서울반도체(주),46890,Dec.24,589589657,448970496,1261200544,346640457,-1935194,-3095193,0,1090485819,560165873,7300,58305400,3.46,-3.39,0,-60.26,-2.66,11.43,32.16,0.85,5.63,0,0,0,,,,,21.3,0.07,-0.18,0.34,0.06,-0.16,0.11,-0.74,0.07,-0.16,2.73,-17.3,78.7,99.93,-0.53,-0.38,0.91,0.53,0.32,0,0.65,100.37,9.34,0,0,0.83,7.77,13.71,158.43,1.83,6.18,6.17,2383.36,,,98,,,,18703,-89,1022.83,,13.66,46.75,27.05,87.79,34.1,53.25,55.58,44.42,2343.08,95.8,82.69,131.32,95.8,17.25,194.41,113.41,111.33,652.34,174.64,79.91,64.04,52.78,15.86,79.08,11.15,17.1,30.76,0.06,0.5,56.52,24.45,51.29,62.43,111.18,16.09,41.81,7.15,8.27,0.08,0.88,0.92,1.57,37.41,2,4.27,85.41,1.95,2.6,7.78,46.89,26.1,25.75,23.34,3.65,99.88,1.6,1.79,1.11,0.14,0.02,209834.18,,,,,,,,,16.64,36.23,54.09,19.24,53.31,46.69,-0.92,209834.18,-5030.39,111869.79,9965.88,0,0,93028.9,,16.64,54.09,19.24,,0,0,1.01,0.58,0,0,0.8,0.46,361643.05,13704.03,UQ,
서울식품공업(주),4410,Dec.24,,,,,,,,,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.42,2.28,30.23,20.2,1.34,0.89,82602.77,1615.47,,
서울전자통신(주),27040,Dec.24,27407213,40883803,69423553,-61279447,-2743641,5671282,0,35822248,54420205,228,69588847,-37.44,3.61,0,0,-41.48,-30.05,22.31,-61.46,3.57,0,0,0,,,,,16.75,-6.23,-7.66,-2.06,-2.47,-3.04,-8.27,-10.17,-5.91,-7.27,-6.41,-7.89,83.25,106.23,14.4,15.93,9.63,1.57,0,193.72,0.78,94.43,14.41,0,0,6.95,2.73,13.09,135.23,5.46,12.51,9.68,-56.87,,,-153.58,,,,514.77,-39,-7.51,,-32.05,39.48,21.36,65.23,31.05,60.52,21.61,78.39,43.12,280.05,147.22,67.04,52.72,21.48,138.47,0,186.9,1037.38,74.09,362.72,272.5,89.53,90.22,0,-19.41,44,203.59,-0.58,1.85,-28.5,-0.57,92.94,158.85,102.19,1.74,3.09,1.36,2.64,-0.65,0.4,0.95,1.33,1.03,0.57,8.1,45.07,1.08,1.28,6.73,54.21,50.04,10.55,64.44,4.8,76.01,0.63,4.32,0.41,0.33,0.01,14896.56,,,,,,,,,21.46,176.58,1424.92,41.58,48.06,51.94,-18.42,14896.56,2927.64,7159.41,3451.42,0,0,1358.09,,21.46,1424.92,41.58,,0,0,3.09,1.08,0,0,3.62,1.27,36229.63,-2960.68,UQ,
서울평가정보(주),36120,Dec.24,18120653,5445248,36729652,11964307,2689556,765360,0,38082159,6082805,2450,35500000,5.27,-32.05,0,0,22.12,-7.79,0,-5.32,10.79,1186.65,483.28,483.28,,,,,100,13.55,7.06,16.33,14.41,7.51,17.27,9.88,19.22,10.02,29.07,15.56,0,86.45,-4.48,0,-1.75,0,0.43,34.69,5.65,91.18,33.01,0,1.86,-1.86,5.73,52.89,150.26,-11.22,5.45,4.37,67.62,,,44.02,,,,1072.74,80,204.14,,145.36,49.34,0,97.38,49.34,50.66,83.44,16.56,153.13,60.72,59.48,332.78,332.78,254.92,0,0,0,0,0,19.85,17.77,93.53,2.08,5.03,34.51,1.17,1.4,220.71,999999999,42.11,0.87,49.59,44.44,67.74,45.16,640.46,7.48,7.21,0,1.06,1.42,1.27,2.15,6.42,0,0,2.02,2.02,0,0,0,0,0,11.09,32.91,2.25,64.5,1.63,0.09,0.03,17534.74,,,,,,,,,47.74,3825.97,84334.07,46.04,67.26,32.74,15.34,17534.74,3454.92,11794,-665.52,240.15,663.2,2047.99,,47.74,84334.07,46.04,,327.76,150.77,5.97,2.75,24.78,11.4,4.15,1.91,78685.74,7623.2,UQ,
서호전기(주),65710,Dec.24,45547003,11292482,101975373,92620029,11474264,2624566,0,46467232,12646405,20650,5150000,-1.83,-1.06,0,0,18.78,-19.21,153.51,-5.14,-29.77,-87.32,-25.8,-22.57,,,,,37.51,3.54,24.69,3.88,1.6,11.15,1.79,12.69,2.12,14.78,63.91,446.53,62.49,96.46,26.8,23.22,-5.05,10.32,0.22,18.62,8.87,76.61,37.84,0,0,-5.08,0.75,6.67,76.95,-20.89,4.23,1.1,3842.74,,,111.94,,,,9022.76,2357,-526.07,,319.53,44.66,25.47,80.72,33.29,55.34,87.6,12.4,3424.94,63.17,62.23,403.34,300.61,87.93,44.44,33.87,1263.78,510.62,3.52,14.16,12.64,62.56,1.52,3.95,33.59,0.07,0.09,510.42,999999999,98.15,38.87,109.67,111.84,156.35,31.99,5308.84,3.97,8.71,0,0.45,0.6,0.51,18.05,4.14,94.17,3.88,0.91,1.08,5.75,63.53,52.57,8.83,0,8.8,41.48,0.89,1.9,0.77,0,0.01,29645.11,,,,,,,,,29.07,121.62,0,63.8,58.95,41.05,38.71,29645.11,14098.83,17476.63,-2346.39,0,0,346.83,,29.07,0,63.8,,10.07,7.7,1.57,1.2,0,0,3.29,2.52,100586.98,2854.01,UQ,
선도전기(주),7610,Dec.24,35133227,42798536,86471436,7813901,9774540,1874849,0,23984031,55203970,3000,18000000,-6.34,-35.05,0,-1.64,-27.76,65.26,55.67,34.33,-42.4,0,0,0,,,,,13.93,-23.97,40.75,-5.87,-6.43,10.93,-21.2,36.9,-8.12,13.81,-63.87,108.73,86.07,123.97,72.54,28.76,9.39,0.02,0.01,16.09,13.45,75.32,23.02,0,0,6.33,1.81,4.12,135.53,3.61,7.13,6.03,260.1,,,78.85,,,,1332.45,570,-514.74,,-319.36,40.63,24.07,68.43,30.85,59.37,36.16,63.84,337.79,164.19,117.55,82.09,62.33,15.25,82.45,0,181.52,747.46,45.42,176.55,136.88,78.76,39.68,0,-8.86,44.59,123.32,-2.09,6.17,28.07,2.7,117.56,255.17,294.29,-16.91,-24.2,-10.79,-38.91,-2.55,0.27,0.34,0.88,2.66,0.39,4.65,78.44,0.85,1.13,3.45,105.7,19.18,7.33,9.9,4.29,85.1,0.39,0.78,0.29,0.33,0.01,22623.66,,,,,,,,,26.16,93.86,0,94.33,36.18,63.82,43.2,22623.66,11649.39,8185.3,2251.33,0,0,643.92,,26.16,0,94.33,,0,0,0,0,0,0,0,0,84976.61,-4884.68,UQ,
선바이오(주),67370,Dec.24,,,,,,,,,,6950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5.24,2.54,120.92,58.57,16.34,7.91,109625.31,786.66,,
선샤인푸드(주),217620,Dec.24,,,,,,,,,,3810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10.27,0,1.16,0,41387.84,-2939.87,,1
선진뷰티사이언스(주),86710,Dec.24,46628690,40574480,154084422,61333737,10433403,690756,0,79372060,71265405,9050,12203280,22.51,25.19,0,0,25.05,17.04,27.43,12.93,9.29,17.65,62.5,71.8,,,,,35.61,13.41,13.14,7.74,7.6,7.46,13.67,12.26,8.35,8.18,174.38,149.49,64.39,86.59,0.61,-0.08,1.99,1.88,2.13,6.21,8.58,86.55,18.27,2.64,0,2.2,8.46,7.3,32.57,2.54,3.13,3.63,1213.41,,,94.03,,,,6504.16,759,913.65,,871.88,30.26,43.42,43.39,17.12,69.74,53.75,46.25,1293.02,129.75,94.67,114.92,65.03,27.31,60.64,334.39,263.44,86.76,23.02,86.05,48.99,49.71,37.06,506.94,3.93,36.53,67.96,6.04,8.05,50.6,12.78,54.47,121.82,172.82,9.36,11.86,4.33,8.41,6.74,0.57,0.62,1.02,13.01,1.28,18.57,19.66,1.84,3.15,4.39,83.08,6.9,18.53,189.66,6.47,56.42,0.82,0.87,1.03,0,0.01,31757.2,,,,,,,,,20.61,35.78,94.94,40.01,41.19,58.81,32.85,31757.2,11124.16,13081.69,1578.14,0,0,6057.04,,20.61,94.94,40.01,,29.84,9.14,3.89,1.19,24.2,7.41,4.07,1.25,159149.1,15195.6,UQ,
성문전자(주),14910,Dec.24,30580198,29342093,75426857,14914811,2704581,77560,0,48061878,34099640,1059,22460985,23.83,36.77,0,-1.06,34.98,10.45,15.41,12.59,6.65,114.79,0,0,,,,,17.66,2.3,5.63,1.65,1.62,3.97,2.83,7,2.59,6.36,9.57,23.48,82.34,97.7,3.49,2.18,0.68,1.65,0,2.79,4.44,94.53,16.29,0,0,0.68,3.46,13.85,198.64,1.11,1.36,1.61,271.48,,,73,,,,2084.12,127,191.85,,47.84,40.54,29.34,68.19,28.65,59.46,54.79,45.21,355.13,108.52,97.31,104.22,73.64,12.19,159.64,724.69,237.63,699.52,67.18,82.51,71,84.98,11.51,384.26,1.64,34.03,62.1,3.17,9.57,42,2.75,60.62,81.22,96.54,11.29,15,5.1,8.01,3.4,0.71,1.13,1.23,4.17,1.65,9.39,38.86,1.65,2.32,5.74,63.59,29.44,9.66,242.25,3.75,97.29,1.23,1.57,0.88,0,0.01,12515.21,,,,,,,,,16.59,91.21,150.12,26.04,62.56,37.44,21.61,12515.21,2782.14,7829.33,324.65,0,0,1664.31,,16.59,150.12,26.04,,19.76,10.1,1.32,0.67,21.65,11.07,1.7,0.87,46766.52,1976.91,UQ,
성신양회(주),4980,Dec.24,408726597,510349801,1366487636,310952847,45374360,-1611189,0,1162632732,791487099,7450,24516073,4.3,4.08,0,-0.92,-0.61,17.93,88.22,6.92,4.43,-27.4,-32.23,-67.95,,,,,16.61,4.58,3.9,4.37,3.98,3.39,9.57,8.21,4.34,3.69,41.43,35.18,83.39,95.42,-0.82,-1.77,1.29,-0.13,0.02,-3.68,4.51,96.34,7.88,0,0,1.31,4.06,9.44,216.44,1.92,4.02,4.18,343.52,,,59.56,,,,46041.73,0,1652.2,,2108.35,29.91,38.58,42.68,18.37,70.09,42.08,57.92,443,166.57,111.87,80.09,49.19,12.37,107.66,0,236.61,258.85,45.5,137.65,88.76,72.42,48.89,0,-7.44,37.07,88.1,2.62,3.91,32.72,3.48,32.48,82.63,111.61,6.56,10.25,3.8,4.46,3.54,0.87,0.95,2.09,9.05,1.49,13.82,26.41,3.08,4.52,9.63,37.9,30.21,46.97,57.52,6.06,60.19,1.21,1.41,1.31,0.5,0.01,198364.25,,,,,,,,,14.52,24.44,105,17.06,45.73,54.27,22.87,198364.25,43763.17,90711.42,15031.2,2422.82,0,46712.49,,14.52,105,17.06,,5.59,3.83,0.47,0.32,4.33,2.97,0.35,0.24,536947.78,68515.1,UQ,
성우전자(주),81580,Dec.24,64736511,44103856,155420510,85097182,-4193162,422479,0,146900969,51954024,3575,15508143,3.82,13.23,0,-22.49,9.93,-3.68,36.74,-3.96,-1.55,0,0,0,,,,,4.96,-3.47,-2.85,-2.51,-3.34,-2.75,-4.83,-3.96,-4.14,-3.41,-65.7,-53.08,95.04,103.47,0.9,-1.23,0,1.29,0,0,-2.75,101.87,13.33,1.33,0,0,4.37,15.49,138.52,0,5.76,5.55,1225.41,,,94.61,,,,9472.51,-271,13.97,,-328.52,41.65,15.65,71.39,35.13,58.35,66.57,33.43,1313.54,87.65,81.46,146.78,123.81,17.18,262.2,49.1,189.95,567.17,138.04,50.21,42.63,69.79,7.59,38.05,13.28,14.12,21.2,-4.03,-2725.45,62.18,12.46,44.91,58.94,84.01,6.42,15.19,2.14,2.27,-3683.83,0.96,1.19,1.39,18.95,3.13,11.61,31.45,2.23,2.57,16.75,21.79,41.78,48.75,0,6.35,57.48,1.7,2.87,1.39,0.09,0.02,23754.78,,,,,,,,,15.28,46.77,192.18,16.17,87.92,12.08,-17.65,23754.78,-3770.68,20884.27,1.38,0,0,6848.6,,15.28,192.18,16.17,,0,0,1.06,0.42,0,0,5.36,2.12,63267.08,-1770.12,UQ,
성우테크론(주),45300,Dec.24,34093446,23503116,98675330,45700990,2250365,353981,0,41687065,27928193,2520,10151583,5.69,-0.92,0,-0.61,-0.14,18.83,-21.88,2.92,23.42,0,0,0,,,,,10.37,2.84,5.4,3,1.23,2.34,1.7,3.26,1.56,2.97,23.55,44.53,89.63,97.16,3.41,3.16,-3.16,0.01,0,38.44,0.97,93.33,43.43,0,2.53,-3.16,2.94,7.4,209.58,-5.01,2.7,2.9,1284.34,,,71.81,,,,4106.37,229,502.09,,116.63,34.55,7.19,52.79,32.07,65.45,71.7,28.3,1372.88,91.29,85.91,145.06,134.63,72.54,217.68,23.14,171.41,28195.07,126.99,39.48,33.22,93.06,6.25,41.78,10.73,14.18,19.78,3.14,999999999,67.14,13.05,75.3,155.03,186.6,14.09,28.12,3.99,9.44,0,0.43,0.55,0.6,8.29,1.59,14.75,24.74,1.33,1.46,14.92,24.47,1135.21,0,15.12,8.23,44.37,0.65,0.94,0.77,0.13,0.02,21633.79,,,,,,,,,21.92,49.91,363.75,51.9,83.56,16.44,10.4,21633.79,2604.35,18076.51,-1316.96,0,1051.02,1225.62,,21.92,363.75,51.9,,19,9.96,0.68,0.36,8.54,4.48,1.07,0.56,24200.34,2426.83,UQ,
성일하이텍(주),365340,Dec.24,126914010,253212717,679499734,-54550241,-112494302,24137186,0,136215013,454689099,35500,12148000,18.16,42,0,-2.32,28.77,-13.04,12.71,-34.2,-44.93,0,0,-540.64,,,,,-27.24,-52.41,-82.59,-11.06,-11.38,-17.93,-26.01,-42.96,-16.03,-25.26,-1180.52,-1820.93,127.24,152.41,-12.45,-5.64,5.01,1.13,0,0,-16.85,150.61,18.42,0.85,0,2.92,9.17,7.28,15.12,1.93,2.25,3,3249.31,,,99.46,,,,11240.64,-9086,-4566.64,,-5891.45,18.68,53.24,22.97,8.73,81.32,33.08,66.92,3349.31,245.8,129.63,50.12,23.43,9.08,18.65,0,95.94,54.47,19.43,202.25,112.63,54.05,89.62,0,-18.59,57.8,174.72,-8.09,-11.96,32.19,36.01,100.16,360.35,424.78,-6.48,-7.5,-4.34,-21.63,-10.47,0.22,0.31,0.5,22.52,0.39,9.8,37.26,1,1.87,2.14,170.86,8.63,6.3,5.43,9.25,39.45,0.28,0.33,0.42,0.5,0.01,-17271.24,,,,,,,,,-2.54,-3.93,-8.38,-12.68,0,0,0,-17271.24,-88357.12,42949.14,6819.43,0,0,21389.26,,-2.54,-8.38,-12.68,,0,0,5.73,1.8,0,0,10.62,3.33,765919.9,-36100.07,UQ,
성창기업지주(주),180,Dec.24,50986246,58260421,719893318,175867850,-3623156,-323508,0,143105591,141518713,1318,69751600,-6.39,-5.58,0,-0.47,-6.02,-11.07,2.48,0.9,-13.92,0,0,0,,,,,14.88,-5.1,-2.53,-0.96,-0.98,-0.49,-1.27,-0.61,-1.02,-0.51,-20.26,-9.79,85.12,105.1,2.34,-2.41,2.64,0.1,0.01,0,0.02,102.59,12.13,0,0,2.42,4.73,2.12,15.01,2.24,8.99,5.76,1506.69,,,40.36,,,,2051.65,-52,1.41,,-104.56,7.08,34.7,7.62,4.62,92.92,80.34,19.66,1606.69,115.65,101.1,87.51,57.15,18.01,113.6,0,231.53,171.42,49.07,24.47,10.07,94.35,14.4,0,-1.01,6.12,7.62,-1.84,-0.04,75.34,15.07,37.85,482.39,482.92,4.26,13.67,0.84,4.21,-1.93,0.19,0.2,0.25,3.98,0.85,15.94,22.9,2.64,3.9,8.19,44.58,12.07,45.07,0,6.22,58.66,0.21,0.22,1.04,0,0.01,26202.02,,,,,,,,,3.64,4.1,78.14,18.31,72.4,27.6,-13.83,26202.02,-3946.66,18969.12,3779.53,0,0,7400.03,,3.64,78.14,18.31,,77,37.2,0.46,0.22,179.52,86.74,18.46,8.92,87133.24,788.19,UQ,
